Comment,Rating
"tôi không uống trà nhưng lại thích uống sữa. thời gian sống ở sài gòn bị nghiện món sữa tươi trân châu đường đen. hôm nay ăn ở #2cream ở số 3 ngõ hàng đậu món  bánh croissant trân châu đường đen thực sự siêu ngon. nếu ai chưa thử món đấy đến ăn thử đi ạ, trân châu nằm trong kem ban đầu hơi cứng một chút nhưng khi ngậm trong miệng một chút trân châu dẻo dai trở lại rất ngon. lại được ăn cùng bánh croissant . mình khuyên các bạn trước khi đến ăn đừng ăn hay uống món gì trước 
địa chỉ số 3 ngõ hàng đậu nhé!",1
"không gian màu vàng vàng, sạch sẽ. thấy nhiều người kêu phục vụ chậm nhưng hôm đó mình chọn món xong chưa đến 5' là đã có (nhanh quá xong còn ngạc nhiên). bát đựng kiểu thời xưa nhìn hay hay. menu hình như là khoảng 8-10 món không kể nước nhưng mình mới thử bún bò nam bộ. nhìn chung là ngon, nhưng rất nhiều rau và hành phi (so với 1 đứa ko ăn được 2 thứ đó như mình). giá cả ok so với chất lượng.",1
"đồ uống ngon, do là nhà mở quán nên khá thoải mái, rộng rãi, cô chủ niềm nở
có lẽ sẽ quay lại nhiều lần",1
"không gian rộng rãi, dễ tìm, có cả bàn trong phòng riêng và bàn ở phòng lớn. đây là kiểu ăn lẫu cá nhân, mỗi nguời một nồi, ai thích ăn gì gọi nấy, không chung đụng, thích thì có thể share đồ cho nhau. đồ nhúng và rau ăn kèm tươi ngon, sạch sẽ. khi bạn đến, nhân viên sẽ cho mỗi người một nồi nước dùng như nhau, nước trong, hình như là nước xương, có vị ngọt nhẹ, thanh, sau đó bưng ra đồ ăn kèm: dưa muối, lạc rang, sa tế tôm. bạn sẽ gọi loại lẩu mình thích rồi tự chế biến ra nồi lẩu của riêng mình, rất thú vị ^^ 
phònh điều hoà mát mẻ, nhân viên cũng rất nhiệt tình, nhúng tôm xong còn chờ tôm chín, mang tôm đi bóc vỏ rồi mang lại cho khách ăn. sau khi ăn xong còn có trà hoa cúc uống, mình k nhớ chính xác là có mất tiền cho bình trà hay k và giá cả k rõ lắm vì được mời nhưng trà rất thơm và ngon, k bị chát, hình như khoảng 250k trở lên cho 1 người/nồi, chưa bao gồm đồ uống. suất của mình là lẩu hải sản, ngoài rau và nấm của mọi người đều như nhau thì thịt khác nhau theo loại lẩu, lẩu bò có cả bò mỹ và bò úc cho khách lựa chọn, thịt nhiều, thái không bị quá mỏng,nhúng nước sôi vài giây là ăn được mà k bị dai hay sống. 
điểm trừ duy nhất là giá chưa vat nên mình k thích lắm, còn mình thấy giá cả hoàn toàn xứng đáng với chất lượng đồ ăn và dịch vụ",1
"nay gọi ship trên now, buger rất ngon",1
"do gần trường nên bọn mình chọn t coffee để học nhóm. lần đầu vào thấy không gian decor trang trí khá đẹp, với rất nhiều vị trí ngồi đc thiết kế khác nhau cả trong lẫn ngoài cửa hàng, mn thoải mái lựa chọn.

về đồ ăn, bọn mình có gọi trà đào, nước chanh dây, choco nóng và một trà túi lọc gì đó (ko nhớ rõ). trà đào thấy khá ổn với lớp bọt bên trên và đào ở dưới. hương vị ổn, không quá đặc sắc nhưng cũng là một sự lựa chọn không tồi. choco nóng thấy bạn mình cũng khen. hai đồ uống còn lại cũng bình thường. sau đó bọn mình có gọi thêm pizza havana cho bữa trưa. pizza ăn ngon, đế bánh mỏng, nhân có gà, xúc xích, quả bơ,.... 

nhân viên phục vụ cũng thân thiện.
vị trí đẹp, ngay tầng 1 vincom, rất gần trg mình.
và một điều đặc biệt đó là wifi ở đây cực khoẻ, bn người dùng cũng vẫn nhanh như thường. ai học nhóm hay làm bài gì thì ra đây cũng rất okie.
giá cả cũng khá cao.",1
"được bạn rủ đến đây ăn, vì chưa ăn ở đây lần nào nên cũng hơi lưỡng lự, nhưng thấy bạn khen ngon nên mình cũng muốn thử 1 lần ... ăn xong cảm nhận của mình thì đúng là quá ngon, bít tết mềm vừa phải, nước sốt đậm đà, các đồ ăn kèm cũng khá vừa miệng. quán sạch sẽ, nhân viên nhiệt tình. sẽ còn quay lại ủng hộ shop",1
"các bạn nhân viên ở đây phục vụ rất rất tốt. mình từng ăn ở sofitel metropole, jw marriott, nhưng phải nói là nhân viên ở kisu làm mình rất bất ngờ ️ đồ ăn thì khỏi nói, món nào cũng rất ngon và vừa miệng, tuy có gan ngỗng là mình bỏ lại không ăn được vì ngấy... giá cả thì mình thấy quá hợp lí cho chất lượng đồ ăn và phục vụ tốt như thế này. đây là nhà hàng mà ai cũng nên đến 1 lần đấy ạ  và tất nhiên là mình sẽ còn quay lại dài dài",1
"mình ngồi quán này từ đợt xem giải aff cup cùng bạn. quán ở ngay ngã tư bà triệu cắt lý thường kiệt nên khá dễ tìm.  đồ uống ngon, nhân viên ngoan và phục vụ rất nhanh (dù hôm đó quán chiếu bóng đá nên quán rất rất đông). 
quán có hai tầng, tầng 2 ban công rất xinh xắn và có yên tĩnh hơn, rất hợp ngồi làm việc. một điểm nữa mình rất ưng là ở đây cái gì cũng sạch, bàn ghế hay ly cốc đều làm mình rất an tâm.",1
"thực đơn đơn giản, nước uống tạm được, không gian đẹp và ấm áp, nhỏ nhỏ xinh xinh
chỉ hi vọng là quán đổi sang ống hút bột gạo, inox hay tre để bảo vệ môi trường, rác thải nhựa đang là một vấn đề đáng báo động, ảnh hưởng đến sức khỏe của mỗi người...
cảm ơn ạ",1
"30k cho 1 suất đặc biệt full toping thì quá hợp lý .
cái  nước sốt quán này k cần tương ớt hay tương cà thấy vẫn ngon",1
"mua 3 suất cơm rang bò, được vài miếng thịt vụn",0
mình mua cơm cháy nhà tý chuột hơn 1 năm nay rồi và rất tin tưởng về chất lượng của quán!!chúc quán luôn phát đạt ,1
"thật sự thất vọng! thông thường mình hay order bên xã đàn nhưng hnay đang gần láng hạ thì order luôn ở đây cho tiện. gà 4 miếng bé tí xíu ăn k bõ chút nào, sốt cũng chỉ có 1 nhúm. thậm chí còn k có kimchi trong khi mình order bên xã đàn lúc nào cũng có. có lẽ từ giờ sẽ ngưng gọi gà của mokchang luôn.",0
"mình gọi 50 đường thì bạn pha chế lại cho 0 đường, thêm chân trâu được thì huỷ mẹ nó đi, vớ vẩn đéo nói được.",0
"ngon và tuyệt vời lắm nhé mọi người, đồ ăn đựng trong hộp rất đẹp và sạch sẽ, sốt ngon vhết chỗ chê luôn",1
"phù hợp cho 1 buổi tối cuối tuần hò hẹn,
đồ ăn đa dạng",1
"haizzz. mình phải kể cho các bạn một câu chuyện là lúc mình đi đến đây ở đây đông nghịt người, đứng chờ lòi mỡ ra mới được order và nhận đồ ăn. cái món bánh trứng gà non kia kìa rõ ràng là mình order vị matcha với kem vani. thế quái nào người ta làm thành vị bình thường với kem matcha. mình đã nói với nhân viên 3 lần xong có lẽ do quá đông nên não họ chưa cập nhật kịp nên người ta chả hiểu mình nói gì. thôi thì lại phải ăn chứ biết làm sao. chỗ bán tok và kimbap các kiểu còn đông hơn vì gian bán dài rộng nên mình không phải chờ lâu, đứng tí gọi món là có luôn. ăn tok cay lè lưỡi. cái cốc này 30k đấy chứ đừng đùa mà có: tok, xúc xích, 4 quả trứng chim cút, cà rốt và hành. cay lắm lắm luôn nên là bọn mình gọi trà sữa bubble tea uống. gọi vị trà sữa bạc hà uống cũng ổn.
 cái mình thích nhất là anh bảo vệ đi sau mình và đập vai mình bảo đeo balo phía trước đi. đấy là điều bình thường nhưng mà ở một chỗ mà bạn đứng còn khó, chen chân nhau để đi mà còn có bảo vệ ra nhắc cách đeo balo thì đúng là thôi rồi.",1
"trời mùa đông ngồi cafe vỉa hè hà nội thì còn gì thích bằng nhỉ :))) drew là một quán khá quen với các bạn trẻ mặc dù chuyên chủ yếu về cafe. quán cũng bé thôi, chủ yếu ngồi vỉa hè nhưng chắc là do người việt nam mình thích cái không khí nhộn nhịp nthe ý. mình ghé drew khá nhiều lần, cả cơ sở trần quang diệu nữa nhưng vẫn ấn tượng nhất món kem november ý. nó là 1 dạng affogato nhưng kem ở đây ko phải vị vani như những chỗ khác mà có mùi rượu rum lẫn vài hạt nho, ăn cùng 1 chút espresso đắng đắng thì tuyệt vời luôn á",1
"thấy quán có ra món ms nên đặt ăn luôn nhg theo cá nhân mình ko thik vị xá xúi cho lắm, 2 cái bò, gà vẫn ngon hơn",1
"quán gần nhà nên mình hay qua đây ăn, chất lượng bánh ngon, giá cả lại hợp lý, chỉ là giờ giấc hoạt động của quán hơi linh tinh",0
"đi mua bánh sinh nhật tiện thể mua thêm bánh ăn cho đowx thèm. lần nào đến đây cũng phải mua bánh hâii, vừa đẹp vừa ngon ý. ăn thử apple tart mình thấy cũng khá ngon, nhưng ngon ở phần bánh chứ táo ăn chả thấy mùi vị gì. giá rổ mình thấy ok.",1
"nghe nói quán lâu đời,  tô 80k to, nhiều thịt.",1
"món này thật là hấp dẫn , ăn rồi là quên lối về luôn",1
"gọi món về qua now bánh bao làm quá chán, cơm chiên hải sản thì ko thấy hải sản đâu, đặt qua now thanh toán xong lại đòi thêm thuế thu ngoài, phục vụ quá kém, ko bao h đặt lại nữa",0
"ngon như đang ăn tại hà tĩnh vậy đó. đẹp mắt, sạch, ngon. 
chủ top tận tình chu đáo. ủng hộ dài dài nha.",1
"khi đến với gogi tràng tiền các bạn sẽ cảm nhận được  không gian vô cùng thoái mái khoáng đạt  nhân viên niềm nở nhiệt tình thay vỉ nhanh nhẹ đồ ăn ngon và phục vụ cực nhanh giá cả hợp lí chỉ với hơn 300 k bạn đã ăn thoải mái thịt , lẩu ,cơm trộn đồ tráng miệng tuyệt vời mk thích nhất là caramen chắc chắc mình sẽ quay lại vào nhiều lần sau ",1
chả lần này mình mua ít rươi mà nhiều bột. thất vọng quá.,0
"kimbap nhìu vị ngon vc. cơm vs miến cux ngon ghê, gà cũng không bị sốt không bị ngọt lợ nên mình rất thích. mải ăn nên chụp mỗi 3 món đầu :)) chắc chắn sẽ quay lại nhiềuuu ",1
"chưa review các quán bao giờ, nhưng quán này phải review cho bà con còn biết :)) mì ngon, quán sạch sẽ, dễ tìm, nhân viên nhiệt tình nhanh nhẹn. mình đi cùng bạn, bạn mình ăn uống khó tính mà cũng phải khen. bát trong hình 45k mà ăn no. bún bò huế ko kịp chụp lại :(( nói chung là ưng cái bụng. lần sau sẽ quay lại",1
"đã gọi nhiều lần mà nay mới review lại chút:
-  đóng gói cẩn thận và rất sạch sẽ, ăn chân gà bth sẽ kèm thêm găng tay để tránh bẩn tay (ko cần thiết lắm), ăn chân gà rút xương thì có kèm đũa. 
- nước ngâm chân gà ngon không biết tả lại vị sao, cảm giác rất vừa vặnnn, nước chấm cay ngon rất hợp mình, chân gà giònnnnnn
từ đứa bình thường ko bao giờ ăn chân gà mà giờ lại khá nghiện ))))",1
"mình thấy quán xứng đáng điểm cao hơn mức trung bình mọi người chấm ạ. suất buffet trưa đợt mình ăn hình như là 199k/ người, rất rất ổn trong tầm giá. thịt bò siu ngon luôn ngậy mềm, gân cũng ngon, đồ nhúng chưa đa dạng, đồ dimsum thì bình thường. chỉ có nước lẩu là nhanh ngấy lắm, kiểu nước không chua mà có mỗi lẩu xương với lẩu cay tê í nên ăn khá nhanh ngán. nhân viên phục vụ rất ok, nhanh và lễ phép. nói chung với mức giá trên mình thấy đáng tiền. mình sẽ chấm cao hơn thực tế để giúp quán kéo điểm trung bình ạ ",1
"chả bao giờ quan tâm mấy cái kiểu bình luận như này. nhưng phải chấm bút.

thái độ 10đ  
đồ ăn 9đ 
nói chung là khá ổn",1
"mỳ sốt vang siêu mặn mình là một người cũng ăn mặn nhưng khi ăn bát mỳ này ăn được nửa bát mình phải bỏ đi, ăn được nửa bát muốn đi chạy thận luôn quá mặn thịt dai và không được mềm nước dùng sốt vang không giống như vị mình ăn thường ngày  sai lầm khi ăn ở đây quẩy rất mềm và không có độ cứng quẩy bị ỉu quán xấu và bẩn rất mất thẩm mỹ",0
"quán nhỏ, kiểu sinh viên, dễ tìm. giá khá ổn, gọi lẻ 2 miếng được nên có thể thử nhiều loại.
đồ thì hơi mặn một xíu nhưng nói chung ăn khá được với mức giá đó. nhân viên thân thiện.",1
"ngõ nhỏ, phố nhỏ hơi khó tìm. quán sạch sẽ, phục vụ tốt. gà tươi đến cả đôi chân, khách đến mới thịt, chế biến ko thua kém mạnh hoạch - hải dương. mới thưởng thức xuất, hôm nào qua tiếp để khám phá đông tảo, chọi, xôi giò gà... giá cả hợp lý với mọi loại ví",1
"quá thất vọng. đặt nửa con vịt quay qua now mang về ăn. về mở ra thì lèo tèo vài miếng, thịt vịt thì giống như được rán chứ ko phải quay. khô như rơm. lại còn đắt ! giống mua cục tức về ăn thì đúng hơn.",0
"lần nào mua cũng phải là 3 bịch...vâng để ăn dần vì rất hay lên cơn thèm btt nhà nàng này. mua của nàng ý là được trả lời nhiệt tình, rau và xoài để riêng...và ăn thì vô cùng ngon, đậm vị, cay tê lại chua chua...bánh tráng ngon nhất mình từng ăn. sẽ ""đóng họ cho nàng dài lâu, tớ hứa!!!",1
"mình vừa mua hai suất ở đấy ăn hết một suất rồi đến suất thứ hai mới ngửi thấy mùi muốn móc ôi làm mốc. mình gửi xong mình còn không tin đưa bố, mẹ, con mình thử gửi ai cũng bảo là mui móc. tóm lại sau giãn cách mình nghĩ ko nên ăn. mình ám ảnh đấy. mình mua bún chả tại hoàng cầu, đống đa, hn.",0
"quán có không gian vừa phải, sạch sẽ thoáng mát. bún bò ăn siêu ngon ấy, cô chủ cho rất nhiều rau. ăn bún mà toàn thấy thịt bò thôi, khoanh chân giò ăn rất chất lượng nếu gọi bát đặc biệt 40k. cô chủ nói giọng huế vui tính",1
"nghe dân đồn đã lâu, xem review trên hội ăn gì vs xem clip foody nhìn ngon quá nên cứ ấp ủ hnao qua ăn xem có vượt qua được ngan nhàn thần thánh ko.
tiện htrc có việc gần đó rủ mng đi ăn nhưng khá là gây thất vọng cho mình.
- nước dùng quá bt, như các quán bún miến vỉa hè ko tên tuổi khác
- thịt ngan ổn, khá chắc nhưng thái kiểu miếng mỏng, mình thích kiểu cắt xé miếng vuông ngọt thịt hơn
- măng ko ngon
- tiết khô ko béo
- nước chấm mắm tỏi ớt cực kì bt
mình ko thử đồ trộn nên ko rõ có ngon ko.
điểm cộng duy nhất là quán đông nhưng chú phục vụ vẫn đon đả vs nhanh.
35k/bát",1
"có ghé qua đây ăn mấy lần nhưng hnay mới có thời gian vào khen nhà hàng. đầu tiên là nhân viên phục vụ khách niềm nở thân thiện, đồ ăn ngol phù hợp túi tiền, mình thích nhất kim chi nhà hàng có vị ngon hơn các nhà hàng khác cái đó là free minh xin tới lần 3 nhân viên vẫn vui vẻ mang ra không gian ấm cúng sẽ quay lại đây dài dài",1
"nước dùng khá ngon , sợi bún to dai ngon , topping đa dạng . lần đầu mình ăn ở đây thấy rất là ok . sẽ quay lại nhiều lần ^^
#lutulata",1
"không hiểu sao mình viết rv cho quán rõ dài mà đăng k thấy đâu. giờ mình lười viết dài nhưng nói chung là ngon, điểm cộng là có tiết + lá chanh ăn thơm + sạch sẽ.
điểm trừ duy nhất là trộn hơi khô, nếu sốt sệt thêm chút nữa sẽ ngon hơn.",1
ăn xong xuất gà mà quên luôn muộn phiền. đùa nhận được code giảm giá now. dù chỉ có 10% thôi nhưng khi nhận đồ ăn mình rất hài lòng. gà zòn thơm và quét sốt khá đều. m vô cùng ấn tượng luôn. ủng hộ mokchang m sẽ thử,1
"kinh tế quốc dân đúng là khu ăn vặt í ạ. cái gì cũng rẻ mà lại ngonnn. điển hình là cốc thạch lá găng lẫn này, tại sao nó chỉ có giá 5k thôi cơ chứ. ăn 2 cốc tại chỗ mua 3 cốc mang về, hết tổng cộng có 25k. cô bán hàng thì thân thiện, mỗi tội ko có chỗ để xe nên phải ăn nhanh rồi chuồn ",1
"mk chưa ăn nk đồ ăn đầy đặn, đủ và mùi rất thơm sẽ ủng hộ quán. vừa đặt xong mà mùi thơm quá phải review luôn",1
"trời ơi 1 phần ăn này mình ăn no nê luôn ấy, thịt nướng vàng ươm nêm vừa vị, cùng nước chấm pha vị ngon đậm đà ăn mà sướng gì đâu ấy",1
"nay deli off nhiều cho highlands nên lại gọi hẳn 3 cốc 3 người: 2 trà đào 1 sen vàng. tính ra mỗi người gọi size vừa hết có 30k mà xua tan được cái nắng gắt của hôm nay thì quá ổn ️
mình đặt ít ngọt nên với người khác thì khá nhạt nhưng lúc nào mình cũng hài lòng về chất lượng đồ uống ở đây. hôm nay bạn mình thử sen vàng lần đầu cũng không chê vào đâu được ! chưa bao giờ phải phàn nàn về tỉ lệ đá đường gì cả. 
mình mỗi tuần đều phải cống hiến cho highlands ít nhất 1 lần ",1
"mới đầu chưa ăn cứ tưởng cháo với cà không hợp nhưng hoá ra lại hợp không tưởng 
cháo hoa theo kiểu ngày xưa, không gia vị nhưng kết hợp với đậu rim mắm và cà đậm thì perfect luôn.
1 bát đậu cà là 15k, mong quán giữ nguyên giá lâu dài
mỗi tội xa chỗ mình quá, thèm lắm nên phải mò lên tận đó ăn cho thoả cơn ",1
"mình đi đúng hôm đông ngạt thở nên có vẻ chất lượng đồ ăn cũng không được như mọi người review. thịt bò khá dai và tẩm ướp thường thường, hải sản không ngon tí nào còn chân gà sụn gà các thứ không phải gu của mình ️ được cái là đồ ăn kèm oke, giá cũng vừa phải và nhân viên nhiệt tình ạ. nếu đi nhóm đông người tụ tập thì mình thấy ở đây hợp lý",1
"mình thấy gần đây mng review chê nhưng k tin.nên hnay qdinh gọi lại
thật sự là thấy 7 vọng wua.cuộn chỉ có  rất nhiêu xoài chua,trứng+sợi thịt bò.không có tôm khô.không có rau răm,ăn k đúng vị j nữa.chủ cảm nhận là chua thui..",0
"lần đầu đi ăn thử quán nướng ở trung kính. được bạn bè giới thiệu mà tìm trên foody không thấy. quán cực kì bình dân vỉa hè. nướng kiểu xào. nhưng thịt rất tươi ngon, giòn, tẩm ướp vừa miệng kiểu nhẹ nhàng. mỗi suất 80k/người khá đầy đặn, ăn vừa đủ no. bơ đc phục vụ hộp mới tinh không bị bơ thừa bơ bẩn. nước chấm sốt me ăn rất hợp, giảm ngán khi ăn nướng. nầm giòn, tươi. một suất đầy đủ bò, nầm, sụn, ba chỉ. rau cũng đầy đặn. 
tóm lại là ăn rất ưng, sẽ còn quay lại.",1
"trước giờ mình có thói quen ăn uống gì cũng hay gọi trên phố, vì khu này đa số là vắng vẻ và ít hàng quán, hôm nay thử gọi bừa quán gần xem sao thì cũng khá là bất ngờ, đồ uống thơm, chocolate nho có vẻ đc quấy từ socola nguyên chất chứ ko phải bột hay siro socola như 1 số chỗ khác, có lẽ cũng phải thay đổi suy nghĩ dần dần về 1 số quán nhỏ, nhỏ nhưng chưa chắc chất lượng đã ko tốt... sẽ thử thêm vài món xem sao, quán mà bán thêm đồ ăn vặt nữa thì mình ủng hộ dài dài",1
"nay mình đặt ăn trưa thử ở vegla salad,cũng thấy nhiều ng khen mà ko có ai chê,nhìn đầy đặn bắt mắt nên gọi.trời đất mình quá ấn tượng với mọi thứ,mở túi ra đã thấy đầy đủ xinh đẹp rồi :d mình gọi gà cam,đúng order mà mọi thứ cũng đầy ắp luôn.ở ngoài còn ghi số calo của mỗi thành phần,quá ok đối với người tập gym hoặc giảm cân.sốt chanh leo rất thơm và ngọt,rau,củ cải,táo,cam đều ngon 10/10 luônnn,mình bt ko thích ăn cam mà cam ở đây mình ăn dễ,ngọt lắm ko chua j hết.gà rất tươi và chắc thịt.rau tươi,giòn,ko có dấu hiệu của sự ôi thiu.mình gọi bánh mì nướng phủ trên cũng siêu ngon,ước gì có nhiều hơn chút :p túm lại là quá suất sắc,quá ấn tượng,mình vừa ăn vừa xuýt xoa tấm tắc sắp khóc rồi .mình sẽ chia sẻ với mn và ủng hộ quá nhiều lầnnnnn",1
"quán nằm cuối ngõ 235b lạc long quân đi thật để ý mới thấy đoạn gần thuỵ khuê thôi 
quán có không gian khá mở nhiều cây xanh 
bàn ghế còn mới cũng đơn giản không quá cầu kỳ 
mình đi cùng nhóm bạn gọi mấy thứ trà cafe đơn giản 
cảm nhận đồ uống khá bình thường không có gì nổi bật kèm với đó là giá cả tầm trung mình cảm thấy không tương xứng cho dù giảm cả e card 
bạn mình thì khá ưng vì gần nhà nó mà yên tĩnh 
nhân viên nice chỉ là ở đây ít khách dùng thẻ giảm giá foody nên thanh toán hơi lâu tẹo",1
"quán này nằm sâu trong ngõ chợ, nhỏ thôi, chỉ kê được vài bàn, nhìn cũng sạch sẽ. bác bán hàng cũng dễ chịu. mình ăn caramel cốt dừa trân châu 12k, khá ngon. caramel mềm mịn, ngọt và thơm, phần dừa khô giòn và rất ngọt. trân châu thì dai dai bùi bùi. bạn mình ăn chè sương sa hạt lựu 15k, 1 cốc được khá nhiều. nhìn chung thì giá rẻ và đồ ngon nên chắc sẽ quay lại.",1
"mình đã gọi 2 tuần liên tiếp rồii không thể không review  trời ơi sườn nướng ngon tuyệt cú mèo luônn cả bánh mì bơ, sốt ớt, dưa chuột, rau muống đều cho nhiều dã man",1
"không gian hơi nhỏ nhưng bù lại đồ ăn ngon, nhân viên nhiệt tình, nhanh nhẹn. thịt mềm và thơm chuẩn độ ngọt của bò, bánh mì giòn thơm, phô mai béo ngậy. hôm nay mình gọi mì ý tuy hơi nhạt n khá chất lượng đẹp mắt và nhiều nữa. giá cả thì cứ đến thứ 4 là đc giảm giáthích thích",0
cách làm việc và phục vụ khách hàng tệ.đồ ra lâu,0
"một tuần ăn ít ít thì cũng 2 suất ở quán này. cá nhân thấy nêm nếm khá hợp khẩu vị, đùi lại còn loại to, tớ con gái ăn nửa suất cơm là đã no ứ hự cả ngày.
thích nhất vẫn là dưa chua ăn kèm đỡ ngấy hẳn. hộp đựng xịn xò, giá khuyến mãi cũng hợp lí quá chừng so với mặt bằng chung.",1
"vốn là người thích ngắm đường phố trên cao nên mình cực thích những chỗ như thế này. aries coffee toạ trên tầng 7 toà nhà ocd, ngay ngã tư, bên dưới tầng 1 hình như là karaoke gì đó. mn gửi xe ở dưới hầm và đi lên tầng 2 sẽ có thang máy ngoài trời. buồn cười là thang máy vào 1 chiều này nhưng ra ở 1 chiều khác
về phần chính là đồ uống thì bình thường, k phải là ngon lắm
được cái địa điểm đẹp thui. muốn ngắm đường như mình chụp thì phải ngồi ngoài trời sẽ khá nóng. bên trong có điều hoà nhưng view k đẹp bằng đâu nhe.",1
sao lại giao cho m 10c có 1c ko có ruột,0
"thấy được khen nhiều nên mình đi ăn thử. mình đi 2 người, ăn 2 món thịt heo chiên sốt chua ngọt và mì tương đen. lên món có cho kèm kim chi và củ cải ngâm chua nữa. cảm nhận của mình về món ăn là ăn được, nhưng không có gì đặc sắc hết và ăn khá là ngán. phần thịt chiên thịt mềm ngon nhưng sốt lại ngọt quá và không đậm đà ăn mau ngán. mì tương đen thì ổn, sợi mì và sốt ăn oke mà chỉ có mì với sốt chứ không có thịt thà hay rau gì hết. giá đồ ăn mình thấy là mắc so với chất lượng rất nhiều. không gian cũng bình thường, tối và nhỏ, được cái phục vụ dễ thương thôi.",1
"không gian ấm cúng, đi ăn cùng hai đứa bạn, gọi salad, bánh koroke, ramen trộn gà và ramen cari. bánh koroke thơm ngậy nước sốt ngon cực luôn nhé, dùng ăn khai vị, đĩa mỳ trộn đầy no căng bụng. hai đứa gọi hoá đơn tầm 190k được tặng thêm 2 chè kanten kem mát lạnh
nói chung là ưng :>",1
"ko hiểu đầu óc mình tồi tệ đến thế nào mà lại nhớ nhầm chỗ này có bánh ngon mới kinh. thật sự là quán chán chứ ko phải chán vừa. mặc dù nằm sâu trong ngõ nhưng có biển chỉ đường rõ ràng nên ko sợ nhầm đâu nha. quán có 3 tầng, khách đến quán order đồ ở tầng 1 rồi ngồi ở tầng 2 hoặc 3. mình đến buổi tối và thực sự là trên tầng 3 của quán cứ tối mù mù í, ngồi lâu hơi khó chịu. nhân viên ở đây mặc dù lịch sự nhưng làm đồ uống rất rất rất lâu, lâu khủng khiếp, mình ngồi đợi phải nửa tiếng đồng hồ đồ mới lên. 
mình gọi lassie mãng cầu và mojito nhưng ko cái nào trong 2 cái ngon cả. bánh macaroon thì chán kinh khủng, vỏ cứng đơ và toàn vị đường ko hiểu phân ra các loại vị làm gì, ăn ko khác gì cái loại bánh macaroon đểu bán dưới siêu thị lotte. bánh mousse đào nhìn hình thức thì có vẻ đẹp thôi chứ chất lượng chưa bằng 1 nửa. tóm lại là ko bao giờ quay lại!",0
"đặt 1 cốc sttcdd nóng thì lại giao đá mà vẫn lấy đủ tiền. 2000d nó cũng ko đáng là bao nhưng cũng ko phản hồi gì lại cho khách  mình đang bị viêm họng thì mới đặt nóng chứ 
chất lượng của yifang thì thôi miễn bàn, ngon và siêu nhiều trân châu.",0
"mình rất hay ăn ở linh híp trần khát chân. mê đồ ở đây lắm vì cách tẩm ướp rất vừa. đặc biệt là nước chấm ngon lắm luôn ấy. bị mê nhất nước chấm ở đây. món nào trong menu cũng ngon. bánh mì cũng rất tuyệt. ba chỉ ở đây mình thích hơn hẳn những chỗ khác . vì có cả nạc cả mơx chứ ko phải cái kiểu lèo bèo toàn mỡ là mỡ. sườn sụn cắt miếng vừa ăn. thích chân gà rút xương. ngồi ở cơ sở 2 thì ko phải ngồi vỉa hè. ban ngày nó là 1 cái gara sửa ô tô thì phải. ngồi ở đây thì có vẻ thoáng hơn, ko quá đông như cơ sở 1. nhưng mình vẫn thích cái ko khí ở cơ sở 1 hơn. còn đồ ăn thì lúc nào cũbg tuyệt. giá cả rẻ hơn so với mấy quán khác. đặc biệt ko có trò độn rau độn hành vào đixa thịt đâu. tuy nhiên cơ sở 2 phải để ý kỹ một chút nếu ko lại nhầm vs hàng sát bên",1
"lần đầu tiên được trải nghiẹm cà phê sáng tại hà nội .
mình thích cái cảm giác nhấm nháp ly cà phê sữa vào buổi sáng tại thủ đô yên bình này quá đi mất .
quán bố trí chỗ ngồi san sát vỉa hè nên vừa thoáng mát vừa có thể ngồi nhâm nhi ngắm nhìn đường phố người đi qua đi lại .
một cốc cà phê sữa đá giá cả cũng khá hợp lý , chưa tới 20,000 cho một ly cà phê sữa be bé xinh xinh như thế này. .
bên cạnh đó , tại quán cũng bán nhiều loại thức uống khác .",1
"hôm kia mình có đi ăn bánh tôm ở đây, nhưng đi tầm 7r đã hết đồ ăn, chỉ còn bánh tôm và bánh xèo, muốn ăn cả nem lụi mà k có. quán khá đông, nhưng dx cái chỗ rộng rãi mát mẻ vì có đh, ăn mùa hè mà phải ngồi nóng hay ngồi vỉa hè thì đúng là cực hình, dù món ngon đến mấy cũng giảm đi độ ngon của nó. 
mình thấy bánh tôm ở đây ngon, giòn, rau sống sạch và tươi k héo. nc chấm cũng ngon vừa miệng. còn bánh xèo thì cũng bt k có gì đặc sắc lắm. suất ăn thì giá đồng đều 50k/suất, đi 2 người gọi 2 suất là ăn khá no và ngấy rồi, vì toàn đồ chiên thui à. 
mình sẽ quay lại quán để thử món nem lụi.",1
"- đóng gói cẩu thả, ship về thì nắp bị tung ra, nước chảy lênh láng
- đồ uống quá bình thường, đặt ít đường nhưng lại cho rất nhiều đường
- đồ uống có đá nhưng ship về tới nơi thì ko còn viên đá nào 
- ống hút không phù hợp, cắm vào phát là tung nắp
- gọi 5 món thì 3 món hết hàng",0
"không gian quán đẹp, nhân viên thì k thân thiện, thiếu chuyên nghiệp
3 tầng đều có wifi, sóng căng nhưng k thể vào nổi một cái nào, chắc k có quay lại",0
"thật sự mình mua bánh mì ở savor nhiều lần . mình hay mua ở cơ sở htm nhưng nay đặt thì bị như này , nói chung cũng hơi thất vọng , mong lần sau k bị như này lần nữa. k biết đây phải tóc hay là gì",0
